time,FWI,tasmax,pr,sfcWind,scenario,h2o
2026,20.136609503343465,302.71426,5.1273937,3.155403,"SSP1-2.6 (""Sustainability - Low Emissions with Strong Mitigation"")",0.017583175
2027,22.20277012836087,302.56375,5.4133034,3.205515,"SSP1-2.6 (""Sustainability - Low Emissions with Strong Mitigation"")",0.017593985
2028,24.05464203000922,302.95938,5.3127155,3.1703558,"SSP1-2.6 (""Sustainability - Low Emissions with Strong Mitigation"")",0.017595734
2029,21.798314705335212,302.92755,5.3446507,3.1144419,"SSP1-2.6 (""Sustainability - Low Emissions with Strong Mitigation"")",0.017581223
2030,21.384733282725453,303.10663,5.6642466,3.125991,"SSP1-2.6 (""Sustainability - Low Emissions with Strong Mitigation"")",0.017627653
2031,18.96078443914932,302.95963,5.5380793,3.122702,"SSP1-2.6 (""Sustainability - Low Emissions with Strong Mitigation"")",0.017652337
2032,21.143868888856737,303.22238,5.3469644,3.1230958,"SSP1-2.6 (""Sustainability - Low Emissions with Strong Mitigation"")",0.017723164
2033,20.91999060549821,302.75098,5.70943,3.1687934,"SSP1-2.6 (""Sustainability - Low Emissions with Strong Mitigation"")",0.017721647
2034,21.91915687053034,303.23184,5.3633027,3.0409453,"SSP1-2.6 (""Sustainability - Low Emissions with Strong Mitigation"")",0.017697033
2035,19.44384012256911,302.82587,5.5440683,3.1412096,"SSP1-2.6 (""Sustainability - Low Emissions with Strong Mitigation"")",0.017679028
2036,21.181804191595557,303.11926,5.299214,3.166459,"SSP1-2.6 (""Sustainability - Low Emissions with Strong Mitigation"")",0.017850693
2037,24.16552770958146,303.60953,5.1814065,3.1517,"SSP1-2.6 (""Sustainability - Low Emissions with Strong Mitigation"")",0.017825238
2038,21.623121090619232,303.03098,5.780493,3.1201048,"SSP1-2.6 (""Sustainability - Low Emissions with Strong Mitigation"")",0.01783995
2039,23.171757838478378,303.38052,5.4268885,3.1111593,"SSP1-2.6 (""Sustainability - Low Emissions with Strong Mitigation"")",0.017808432
2040,21.96002663999466,303.35153,5.4404283,3.1536846,"SSP1-2.6 (""Sustainability - Low Emissions with Strong Mitigation"")",0.01781882
2041,23.246835406508048,303.1588,5.256851,3.1634557,"SSP1-2.6 (""Sustainability - Low Emissions with Strong Mitigation"")",0.01786606
2042,24.518677776084626,303.40076,5.2135553,3.2092743,"SSP1-2.6 (""Sustainability - Low Emissions with Strong Mitigation"")",0.017756326
2043,20.83959152009279,303.08606,5.574277,3.069844,"SSP1-2.6 (""Sustainability - Low Emissions with Strong Mitigation"")",0.01771688
2044,19.762799718487003,302.97415,5.565904,3.1890888,"SSP1-2.6 (""Sustainability - Low Emissions with Strong Mitigation"")",0.01781177
2045,23.821955462413534,303.18887,5.58694,3.1231174,"SSP1-2.6 (""Sustainability - Low Emissions with Strong Mitigation"")",0.01774768
2046,19.582768703134736,302.85,5.258637,3.2090588,"SSP1-2.6 (""Sustainability - Low Emissions with Strong Mitigation"")",0.017770108
2047,22.946063361356657,303.30765,5.677692,3.203667,"SSP1-2.6 (""Sustainability - Low Emissions with Strong Mitigation"")",0.017855505
2048,22.600072432384092,303.53885,5.9563813,3.0763748,"SSP1-2.6 (""Sustainability - Low Emissions with Strong Mitigation"")",0.017890785
2049,20.101428420417584,303.08707,5.490341,3.1474333,"SSP1-2.6 (""Sustainability - Low Emissions with Strong Mitigation"")",0.017891781
2050,21.537959433221058,303.16476,5.7217674,3.1750572,"SSP1-2.6 (""Sustainability - Low Emissions with Strong Mitigation"")",0.01793762
2051,22.04527869918352,303.33145,5.383565,3.1807654,"SSP1-2.6 (""Sustainability - Low Emissions with Strong Mitigation"")",0.017816927
2052,20.65061097771713,303.1348,5.272202,3.113581,"SSP1-2.6 (""Sustainability - Low Emissions with Strong Mitigation"")",0.017865747
2053,22.402447216935485,303.42102,5.3383265,3.2169874,"SSP1-2.6 (""Sustainability - Low Emissions with Strong Mitigation"")",0.017933441
2054,23.405853791375453,303.31735,5.6937776,3.225996,"SSP1-2.6 (""Sustainability - Low Emissions with Strong Mitigation"")",0.01790734
2055,21.278522296980356,303.16006,5.357344,3.1627464,"SSP1-2.6 (""Sustainability - Low Emissions with Strong Mitigation"")",0.017904507
2056,24.140307552651137,303.4244,5.615553,3.1501071,"SSP1-2.6 (""Sustainability - Low Emissions with Strong Mitigation"")",0.017893143
2057,19.427046174447458,303.03702,5.564462,3.1755126,"SSP1-2.6 (""Sustainability - Low Emissions with Strong Mitigation"")",0.017897096
2058,21.984374709396,303.45456,5.598249,3.1675918,"SSP1-2.6 (""Sustainability - Low Emissions with Strong Mitigation"")",0.017831404
2059,19.435510744547965,302.92856,5.4981065,3.1365426,"SSP1-2.6 (""Sustainability - Low Emissions with Strong Mitigation"")",0.017800098
2060,20.49866504552709,303.0784,5.584796,3.1478758,"SSP1-2.6 (""Sustainability - Low Emissions with Strong Mitigation"")",0.01790214
2061,22.280689325036878,303.535,5.493033,3.1726818,"SSP1-2.6 (""Sustainability - Low Emissions with Strong Mitigation"")",0.017961917
2062,21.26651724603642,303.39835,5.621683,3.1332245,"SSP1-2.6 (""Sustainability - Low Emissions with Strong Mitigation"")",0.0179821
2063,21.00132621799081,303.18192,5.405932,3.1087353,"SSP1-2.6 (""Sustainability - Low Emissions with Strong Mitigation"")",0.017842583
2064,21.072254142161388,303.05292,5.6933155,3.207928,"SSP1-2.6 (""Sustainability - Low Emissions with Strong Mitigation"")",0.017906373
2065,22.444780816394946,303.49567,5.313943,3.160734,"SSP1-2.6 (""Sustainability - Low Emissions with Strong Mitigation"")",0.017963802
2066,23.830892408086484,303.6922,5.4576097,3.164581,"SSP1-2.6 (""Sustainability - Low Emissions with Strong Mitigation"")",0.017993988
2067,21.681704320509663,303.4749,5.7851934,3.1116855,"SSP1-2.6 (""Sustainability - Low Emissions with Strong Mitigation"")",0.01788396
2068,22.821195856072585,303.19785,5.5893197,3.2480657,"SSP1-2.6 (""Sustainability - Low Emissions with Strong Mitigation"")",0.0179333
2069,23.488502847587593,303.5964,5.5220323,3.1269643,"SSP1-2.6 (""Sustainability - Low Emissions with Strong Mitigation"")",0.017933458
2070,20.846913787775154,303.33334,5.5731993,3.204991,"SSP1-2.6 (""Sustainability - Low Emissions with Strong Mitigation"")",0.017857436
2071,20.82382885209953,303.2787,5.719918,3.2068555,"SSP1-2.6 (""Sustainability - Low Emissions with Strong Mitigation"")",0.01794948
2072,22.812818119873036,303.68,5.5454326,3.1791255,"SSP1-2.6 (""Sustainability - Low Emissions with Strong Mitigation"")",0.017894592
2073,20.839898697993796,303.09344,5.612729,3.1931295,"SSP1-2.6 (""Sustainability - Low Emissions with Strong Mitigation"")",0.0179007
2074,24.01625388673773,303.58963,5.6562667,3.1268263,"SSP1-2.6 (""Sustainability - Low Emissions with Strong Mitigation"")",0.01791777
2075,19.719236717754647,303.1328,5.8246193,3.1394374,"SSP1-2.6 (""Sustainability - Low Emissions with Strong Mitigation"")",0.017951393
2076,22.112907865215263,303.54074,5.3211565,3.184178,"SSP1-2.6 (""Sustainability - Low Emissions with Strong Mitigation"")",0.017930742
2077,22.48273243578648,303.5583,5.2524133,3.1854908,"SSP1-2.6 (""Sustainability - Low Emissions with Strong Mitigation"")",0.017932879
2078,23.487004684448593,303.53683,5.544458,3.146516,"SSP1-2.6 (""Sustainability - Low Emissions with Strong Mitigation"")",0.017986821
2079,22.35806297106281,303.44745,5.409474,3.1720705,"SSP1-2.6 (""Sustainability - Low Emissions with Strong Mitigation"")",0.017912654
2080,21.553333912457344,303.15402,5.541584,3.1990452,"SSP1-2.6 (""Sustainability - Low Emissions with Strong Mitigation"")",0.017914928
2081,23.165337668514617,303.35037,5.7208076,3.1514866,"SSP1-2.6 (""Sustainability - Low Emissions with Strong Mitigation"")",0.017846156
2082,23.69064309719322,303.58258,5.2757077,3.2051842,"SSP1-2.6 (""Sustainability - Low Emissions with Strong Mitigation"")",0.01790961
2083,23.32494904095977,303.4183,5.5193467,3.2256396,"SSP1-2.6 (""Sustainability - Low Emissions with Strong Mitigation"")",0.0179016
2084,23.709773171174557,303.69217,5.4814277,3.1779788,"SSP1-2.6 (""Sustainability - Low Emissions with Strong Mitigation"")",0.017954852
2085,22.720863665888338,303.43475,5.3033056,3.1747983,"SSP1-2.6 (""Sustainability - Low Emissions with Strong Mitigation"")",0.017958537
2086,24.051629355490086,303.46655,5.193719,3.2124226,"SSP1-2.6 (""Sustainability - Low Emissions with Strong Mitigation"")",0.017808605
2087,22.903943651593913,303.23294,5.3968644,3.2258308,"SSP1-2.6 (""Sustainability - Low Emissions with Strong Mitigation"")",0.017835507
2088,24.611204781071937,303.70676,5.388259,3.172493,"SSP1-2.6 (""Sustainability - Low Emissions with Strong Mitigation"")",0.01777665
2089,22.69004279880084,303.2184,5.5160017,3.1845493,"SSP1-2.6 (""Sustainability - Low Emissions with Strong Mitigation"")",0.017771572
2090,22.056085527195627,303.34732,5.422923,3.1564538,"SSP1-2.6 (""Sustainability - Low Emissions with Strong Mitigation"")",0.01778603
2091,23.09461021394732,303.42905,5.289392,3.1950614,"SSP1-2.6 (""Sustainability - Low Emissions with Strong Mitigation"")",0.01780534
2092,22.99285489376694,303.35596,5.6849804,3.169133,"SSP1-2.6 (""Sustainability - Low Emissions with Strong Mitigation"")",0.017773999
2093,21.712253681333678,303.52463,5.2505145,3.1453857,"SSP1-2.6 (""Sustainability - Low Emissions with Strong Mitigation"")",0.017807582
2094,22.78800478461247,303.22507,5.8113413,3.1655786,"SSP1-2.6 (""Sustainability - Low Emissions with Strong Mitigation"")",0.017785262
2095,24.392748052905254,303.43008,5.358033,3.1838987,"SSP1-2.6 (""Sustainability - Low Emissions with Strong Mitigation"")",0.017809406
2096,23.752099815234452,303.40805,5.491024,3.1995394,"SSP1-2.6 (""Sustainability - Low Emissions with Strong Mitigation"")",0.017836837
2097,24.577955319156537,303.6525,5.137728,3.1572685,"SSP1-2.6 (""Sustainability - Low Emissions with Strong Mitigation"")",0.017750317
2098,22.1733784016745,303.17276,5.36442,3.2089596,"SSP1-2.6 (""Sustainability - Low Emissions with Strong Mitigation"")",0.017708395
2099,21.653706882119646,303.44022,5.4161415,3.156871,"SSP1-2.6 (""Sustainability - Low Emissions with Strong Mitigation"")",0.0177469
2100,24.453930062353294,303.45444,5.2256107,3.195672,"SSP1-2.6 (""Sustainability - Low Emissions with Strong Mitigation"")",0.017742606
2015,18.8281968735895,302.22925,5.2253737,3.1771278,"SSP2-4.5 (""Middle of the Road - Moderate Emissions"")",0.01724639
2016,20.858141323382178,302.66428,5.159047,3.1128597,"SSP2-4.5 (""Middle of the Road - Moderate Emissions"")",0.017349996
2017,21.566809156930766,302.66882,5.062239,3.0967143,"SSP2-4.5 (""Middle of the Road - Moderate Emissions"")",0.01731988
2018,20.209393347871263,302.2548,5.3172646,3.1330278,"SSP2-4.5 (""Middle of the Road - Moderate Emissions"")",0.0172614
2019,21.1903911741426,302.52493,5.20406,3.1135778,"SSP2-4.5 (""Middle of the Road - Moderate Emissions"")",0.017288804
2020,19.96626559796518,302.58646,5.2056913,3.1090062,"SSP2-4.5 (""Middle of the Road - Moderate Emissions"")",0.017388912
2021,22.992851751869193,302.68863,4.822331,3.2111263,"SSP2-4.5 (""Middle of the Road - Moderate Emissions"")",0.01744312
2022,22.732140065794116,302.951,5.4174113,3.1387608,"SSP2-4.5 (""Middle of the Road - Moderate Emissions"")",0.017522223
2023,20.911519230544975,302.53275,5.052995,3.1575596,"SSP2-4.5 (""Middle of the Road - Moderate Emissions"")",0.017562095
2024,22.26487452962006,302.77475,5.1118684,3.1803796,"SSP2-4.5 (""Middle of the Road - Moderate Emissions"")",0.017561905
2025,18.644514191506453,302.25366,5.3962045,3.1324263,"SSP2-4.5 (""Middle of the Road - Moderate Emissions"")",0.017587053
2026,20.321252468090044,302.81827,5.204142,3.0344515,"SSP2-4.5 (""Middle of the Road - Moderate Emissions"")",0.017556764
2027,21.181603361785548,302.7499,5.245362,3.1224241,"SSP2-4.5 (""Middle of the Road - Moderate Emissions"")",0.017547661
2028,22.33075122145292,302.80228,5.4668484,3.1229513,"SSP2-4.5 (""Middle of the Road - Moderate Emissions"")",0.017677207
2029,24.91758788772948,303.2486,5.0679636,3.1015184,"SSP2-4.5 (""Middle of the Road - Moderate Emissions"")",0.017635334
2030,20.652617966144216,302.63028,5.181963,3.1564395,"SSP2-4.5 (""Middle of the Road - Moderate Emissions"")",0.017576186
2031,21.808959295712345,302.7197,4.9871325,3.194893,"SSP2-4.5 (""Middle of the Road - Moderate Emissions"")",0.017650008
2032,22.038619926958415,303.1466,5.3450055,3.138712,"SSP2-4.5 (""Middle of the Road - Moderate Emissions"")",0.017777676
2033,20.087927907977615,302.94464,5.3091087,3.0498526,"SSP2-4.5 (""Middle of the Road - Moderate Emissions"")",0.017718598
2034,20.014825540152856,302.79437,5.2395425,3.0624428,"SSP2-4.5 (""Middle of the Road - Moderate Emissions"")",0.017724192
2035,22.179121835343462,303.15347,5.2183704,3.103792,"SSP2-4.5 (""Middle of the Road - Moderate Emissions"")",0.017778859
2036,22.17922657569764,302.98553,5.3564353,3.1356013,"SSP2-4.5 (""Middle of the Road - Moderate Emissions"")",0.017890805
2037,21.228192532973047,303.13412,5.592645,3.1194713,"SSP2-4.5 (""Middle of the Road - Moderate Emissions"")",0.017881323
2038,19.851368789174607,302.87582,5.4079947,3.1405935,"SSP2-4.5 (""Middle of the Road - Moderate Emissions"")",0.017944934
2039,19.443091655857916,303.01877,5.407556,3.1063728,"SSP2-4.5 (""Middle of the Road - Moderate Emissions"")",0.017920807
2040,19.954281416262116,302.74014,5.461452,3.0828762,"SSP2-4.5 (""Middle of the Road - Moderate Emissions"")",0.017843615
2041,20.305899665834414,302.7841,5.5269294,3.1228132,"SSP2-4.5 (""Middle of the Road - Moderate Emissions"")",0.01777317
2042,20.40270880896274,302.79263,5.595704,3.1522534,"SSP2-4.5 (""Middle of the Road - Moderate Emissions"")",0.017853647
2043,20.16104202586001,303.0311,4.9572625,3.1417904,"SSP2-4.5 (""Middle of the Road - Moderate Emissions"")",0.017831333
2044,22.673151895497895,303.376,5.453133,3.1810882,"SSP2-4.5 (""Middle of the Road - Moderate Emissions"")",0.018015876
2045,23.027524153707628,303.3068,5.4984593,3.2079756,"SSP2-4.5 (""Middle of the Road - Moderate Emissions"")",0.018068131
2046,20.547607194116125,303.09995,5.5876527,3.09078,"SSP2-4.5 (""Middle of the Road - Moderate Emissions"")",0.018064415
2047,20.404440079042757,303.12628,5.007437,3.2369049,"SSP2-4.5 (""Middle of the Road - Moderate Emissions"")",0.018054767
2048,25.082417100631588,303.6431,5.4109845,3.2022877,"SSP2-4.5 (""Middle of the Road - Moderate Emissions"")",0.018168036
2049,24.172130698264112,303.58932,5.4182057,3.1372585,"SSP2-4.5 (""Middle of the Road - Moderate Emissions"")",0.018098542
2050,20.89468531221741,302.94193,5.674454,3.161109,"SSP2-4.5 (""Middle of the Road - Moderate Emissions"")",0.018116409
2051,21.639330111313008,303.40677,5.4360013,3.1426628,"SSP2-4.5 (""Middle of the Road - Moderate Emissions"")",0.018212317
2052,22.666652079950847,303.71942,5.2778087,3.1724615,"SSP2-4.5 (""Middle of the Road - Moderate Emissions"")",0.01821079
2053,21.797507093312824,303.42813,5.39986,3.0450633,"SSP2-4.5 (""Middle of the Road - Moderate Emissions"")",0.018101593
2054,21.546411506148644,303.45822,5.4861946,3.1902866,"SSP2-4.5 (""Middle of the Road - Moderate Emissions"")",0.018217217
2055,22.925438244525964,303.70007,5.6436133,3.1187096,"SSP2-4.5 (""Middle of the Road - Moderate Emissions"")",0.018305847
2056,23.505832093823386,303.6233,5.2132425,3.1687763,"SSP2-4.5 (""Middle of the Road - Moderate Emissions"")",0.018271133
2057,23.731322658239094,303.76044,5.259313,3.1328247,"SSP2-4.5 (""Middle of the Road - Moderate Emissions"")",0.018256027
2058,23.10895319627718,303.6594,5.449312,3.185992,"SSP2-4.5 (""Middle of the Road - Moderate Emissions"")",0.018293742
2059,24.288946549231433,303.72568,5.5272965,3.2137756,"SSP2-4.5 (""Middle of the Road - Moderate Emissions"")",0.018350901
2060,26.148184522314466,303.92972,5.3590617,3.2361288,"SSP2-4.5 (""Middle of the Road - Moderate Emissions"")",0.018400863
2061,22.37515774984721,303.83823,5.2405376,3.1518643,"SSP2-4.5 (""Middle of the Road - Moderate Emissions"")",0.0183727
2062,24.29060576802336,303.84265,5.1704473,3.2388203,"SSP2-4.5 (""Middle of the Road - Moderate Emissions"")",0.018318629
2063,21.737295405391336,303.7189,5.285301,3.1120253,"SSP2-4.5 (""Middle of the Road - Moderate Emissions"")",0.018310485
2064,23.145369982090653,303.82022,5.232453,3.226621,"SSP2-4.5 (""Middle of the Road - Moderate Emissions"")",0.018426152
2065,24.23551060512056,303.97263,5.7256875,3.1123106,"SSP2-4.5 (""Middle of the Road - Moderate Emissions"")",0.018369373
2066,19.012608285735915,303.38034,5.66981,3.1377466,"SSP2-4.5 (""Middle of the Road - Moderate Emissions"")",0.018407479
2067,21.25877588774058,303.71954,5.536259,3.1215658,"SSP2-4.5 (""Middle of the Road - Moderate Emissions"")",0.018325666
2068,25.723632633506195,303.89767,5.401401,3.2449138,"SSP2-4.5 (""Middle of the Road - Moderate Emissions"")",0.018418
2069,22.386891035123902,303.8209,5.560406,3.1510286,"SSP2-4.5 (""Middle of the Road - Moderate Emissions"")",0.01846556
2070,22.398172013438323,303.73654,5.3022513,3.1702034,"SSP2-4.5 (""Middle of the Road - Moderate Emissions"")",0.018458012
2071,23.48948356274486,304.06967,5.217933,3.2106974,"SSP2-4.5 (""Middle of the Road - Moderate Emissions"")",0.018585425
2072,24.200369814460306,304.14996,5.424359,3.1907322,"SSP2-4.5 (""Middle of the Road - Moderate Emissions"")",0.018549735
2073,26.341682386365243,304.05148,5.3459296,3.1956978,"SSP2-4.5 (""Middle of the Road - Moderate Emissions"")",0.01857325
2074,22.04005675534582,303.5916,5.5335994,3.2349775,"SSP2-4.5 (""Middle of the Road - Moderate Emissions"")",0.018502437
2075,23.723149662283117,303.68457,5.4225125,3.2259672,"SSP2-4.5 (""Middle of the Road - Moderate Emissions"")",0.01850672
2076,27.928133545156395,304.2195,5.3579836,3.213372,"SSP2-4.5 (""Middle of the Road - Moderate Emissions"")",0.01855056
2077,22.663080948854954,303.94797,5.2302446,3.1144154,"SSP2-4.5 (""Middle of the Road - Moderate Emissions"")",0.018476041
2078,23.581820950192704,303.71902,5.60108,3.1891587,"SSP2-4.5 (""Middle of the Road - Moderate Emissions"")",0.018513208
2079,25.32557223516364,304.21045,5.3954644,3.180131,"SSP2-4.5 (""Middle of the Road - Moderate Emissions"")",0.01856718
2080,22.780032269232034,304.03824,5.058423,3.2037973,"SSP2-4.5 (""Middle of the Road - Moderate Emissions"")",0.018517243
2081,27.558135974482706,304.31326,5.0495462,3.275693,"SSP2-4.5 (""Middle of the Road - Moderate Emissions"")",0.018671937
2082,27.176011882387854,304.42764,5.362795,3.1704075,"SSP2-4.5 (""Middle of the Road - Moderate Emissions"")",0.018622773
2083,23.867510044667256,304.01456,5.2256193,3.2023475,"SSP2-4.5 (""Middle of the Road - Moderate Emissions"")",0.018647105
2084,26.55097852537756,304.16345,5.1820602,3.2434645,"SSP2-4.5 (""Middle of the Road - Moderate Emissions"")",0.0186515
2085,26.432892001723907,304.32867,5.2736125,3.1605508,"SSP2-4.5 (""Middle of the Road - Moderate Emissions"")",0.018590545
2086,23.191662456330015,303.99738,5.2646766,3.148283,"SSP2-4.5 (""Middle of the Road - Moderate Emissions"")",0.01854036
2087,23.901676810056095,304.26917,5.3248377,3.1654463,"SSP2-4.5 (""Middle of the Road - Moderate Emissions"")",0.018658256
2088,25.794380873375225,304.25763,5.5241785,3.2202203,"SSP2-4.5 (""Middle of the Road - Moderate Emissions"")",0.018632863
2089,24.7571874103155,304.34653,5.487606,3.1945648,"SSP2-4.5 (""Middle of the Road - Moderate Emissions"")",0.018733904
2090,23.735316089373413,304.09622,5.359044,3.171922,"SSP2-4.5 (""Middle of the Road - Moderate Emissions"")",0.018633932
2091,25.981473053375616,304.31476,5.0578527,3.2622235,"SSP2-4.5 (""Middle of the Road - Moderate Emissions"")",0.018620782
2092,24.139145826284444,303.94604,5.3289065,3.28183,"SSP2-4.5 (""Middle of the Road - Moderate Emissions"")",0.018630574
2093,23.733476055212993,304.26743,5.4029837,3.1994028,"SSP2-4.5 (""Middle of the Road - Moderate Emissions"")",0.018721674
2094,25.377928622743514,304.47745,5.3126655,3.1740654,"SSP2-4.5 (""Middle of the Road - Moderate Emissions"")",0.018698102
2095,23.42996366456979,303.98782,5.526635,3.1130536,"SSP2-4.5 (""Middle of the Road - Moderate Emissions"")",0.018635597
2096,24.93833274920258,304.19635,5.507907,3.1954834,"SSP2-4.5 (""Middle of the Road - Moderate Emissions"")",0.018597826
2097,26.49206056126481,304.2329,5.08315,3.2502925,"SSP2-4.5 (""Middle of the Road - Moderate Emissions"")",0.018616812
2098,27.46063041734255,304.26935,5.2330966,3.2432468,"SSP2-4.5 (""Middle of the Road - Moderate Emissions"")",0.018560246
2099,25.9594849522681,304.30978,5.3461647,3.218428,"SSP2-4.5 (""Middle of the Road - Moderate Emissions"")",0.018507818
2100,24.522929260462394,304.3121,5.213944,3.1606686,"SSP2-4.5 (""Middle of the Road - Moderate Emissions"")",0.018638987
2015,18.259324250731545,302.1399,5.4110727,3.107302,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.017209385
2016,22.772542561787372,302.53903,5.2432704,3.140179,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.017276483
2017,20.13708820888752,302.2774,5.295996,3.1062434,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.017276179
2018,19.15642213443662,302.25027,4.9588323,3.137602,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.017328624
2019,21.693489898100633,302.60995,4.8444195,3.190092,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.01738465
2020,22.90423069099538,302.5624,5.362949,3.065834,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.017354172
2021,19.69295751693301,302.2082,5.200447,3.1373994,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.017410198
2022,20.758659493492967,302.6963,5.2818456,3.134844,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.017501092
2023,19.35548237715066,302.51575,5.002829,3.125289,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.017497597
2024,21.60269082826523,302.69693,5.1480675,3.1193247,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.017484028
2025,19.902739878114048,302.51538,5.250839,3.0709383,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.017503157
2026,21.529954328835338,302.90002,5.0190887,3.0949671,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.017559439
2027,22.200326394233947,302.94852,5.172165,3.082485,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.017646898
2028,22.817853444018947,302.93112,5.0357604,3.1152346,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.017656136
2029,20.689101603571544,302.79684,5.1563487,3.0951078,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.017597511
2030,20.067393742635964,302.69907,5.133042,3.090229,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.017674718
2031,21.95680336344817,303.06183,5.28346,3.0244884,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.017680068
2032,18.958410471419473,302.39102,5.3250427,3.1196184,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.017636836
2033,19.49811852213253,302.5606,5.1985373,3.1522872,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.017695751
2034,21.906932708846096,303.14474,4.841729,3.0814855,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.017707672
2035,20.12318691001706,302.4511,5.1554317,3.1333253,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.017720018
2036,18.945013323034054,302.70767,5.5181656,3.0290067,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.017791227
2037,20.56457933764055,302.75034,5.214814,3.1338413,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.017828252
2038,23.877446162805324,303.09888,4.9298644,3.1802661,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.01793434
2039,23.68791781601326,303.22192,5.0207105,3.159689,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.017955948
2040,21.718287879192303,303.21582,5.307361,3.1252086,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.017996695
2041,21.693757441881225,303.1149,5.125571,3.1744277,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.017997384
2042,23.754986478908084,303.0767,5.144752,3.1003983,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.017994748
2043,20.30158751622924,302.9055,4.9295235,3.1632078,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.017913999
2044,21.31929935650855,303.10394,5.0288286,3.0703478,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.018001562
2045,23.548290032926534,303.41968,5.0365005,3.168438,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.018009642
2046,22.699134527227283,303.16116,4.969882,3.1375878,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.018085157
2047,22.941529545219474,303.48105,5.0994353,3.1535892,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.018132841
2048,22.88690143226801,303.38748,5.205435,3.1300294,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.018207354
2049,23.374426521559705,303.42694,5.046829,3.1076949,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.01819327
2050,21.571134906530617,303.16678,4.907102,3.1681159,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.018265594
2051,22.53245649554366,303.54904,4.810974,3.1653354,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.01828472
2052,25.345011711499406,303.57043,5.029941,3.1313932,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.018250534
2053,22.63355811901041,303.04248,4.970778,3.2016046,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.01823366
2054,25.975108040756663,303.83218,4.9135303,3.1598177,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.01827171
2055,24.63429791880577,303.5262,4.7574525,3.1402485,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.018369136
2056,24.112806686779216,303.4952,4.9764514,3.143037,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.01835542
2057,22.864614437404107,303.6861,4.927792,3.175188,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.01844683
2058,22.59750395615321,303.76758,5.134541,3.1599503,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.018490681
2059,21.962825670286623,303.75034,5.242006,3.1145535,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.01853171
2060,23.71317029672214,303.48386,5.0287848,3.1977623,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.01852018
2061,23.01776645514159,303.78488,4.7821054,3.1746032,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.018656546
2062,28.97295061416323,304.66687,4.8638883,3.1815026,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.018580008
2063,23.627050030170434,303.751,4.9285765,3.1507576,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.0186762
2064,23.60480355918761,303.87204,5.0116377,3.1620557,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.018669102
2065,23.503482106227473,303.92734,5.1138954,3.1410296,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.018643966
2066,22.645866589458606,303.5763,4.964438,3.1515267,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.018598732
